Record_ID,Order_ID,Production_Date,Plant_Location,Machine_ID,Machine_Type,Machine_Age_Years,Shift,Operator_ID,Supervisor_Name,Product_Line,Raw_Material,Supplier_Name,Batch_Size,Planned_Quantity,Actual_Quantity_Produced,Defect_Count,Quality_Grade,Inspection_Passed,Downtime_Minutes,Cycle_Time_Sec,Temperature_C,Humidity_Pct,Vibration_mm_s,Energy_Consumption_kWh,Unit_Cost_USD,Scrap_Cost_USD,Labor_Hours,OEE_Percent,Last_Maintenance_Days_Ago,Maintenance_Status,Remarks
798,ORD-43706,2025-10-08,Plant B,MC-039,Welding Robot,9.0,Night,OP0007,M. Naidu,Aerospace Component,ABS Plastic,Steelcorp Ltd.,50.0,493.0,440.0,12.0,,Y,2.9,22.25,71.7,51.2,1.5,144.72,31.58,217.26,7.51,48.3,15.0,Overdue,unknown issue
799,ORD-43415,05-Sep-2026,Plant B,MC-016,Stamping Press,1.1,Evening,OP0008,S. Kumar,Home Appliance Component,,Global Alloys,300.0,367.0,346.0,5.0,A,yes,27.5,52.63,73.3,48.2,0.69,118.9,25.26,98.39,7.61,40.8,15.0,DUE,Power fluctuation
800,ORD-50178,2026-09-09,Plant C,MC-004,Press Brake,14.0,Night,OP0056,"D'Souza, L.",Automotive Parts,ALUMINUM,,150.0,277.0,280.0,2.0,C,No,77.6,45.37,60.3,31.1,3.73,89.93,34.84,55.0,7.79,49.8,42.0,Due,Power fluctuation
801,ORD-80187,2026-08-19,Plant C,MC-031,CNC Lathe,3.3,1st Shift,OP0046,P. Rao,Consumer Plastics,Steel,  Global Alloys  ,,516.0,477.0,6.0,A,N,64.6,61.1,70.7,32.5,2.26,125.39,28.83,140.4,6.22,89.3,25.0,OK,  Late shift start 
802,ORD-89876,2026-01-25,Plant E,MC-018,3D Printer,10.5,NIGHT,OP0059,P. Rao,Industrial Fastener,steel,Steelcorp Ltd.,50.0,384.0,301.0,2.0,Grade A,No,33.3,55.76,67.1,51.1,0.94,143.32,22.13,33.38,7.95,70.3,24.0,Scheduled,OK
803,ORD-29603,2026/09/04 10:19,Plant-D,MC-014,Laser Cutter,13.0,Night,OP0107,M. Naidu,Aerospace Component,ABS Plastic,Poly Materials Inc,250.0,492.0,476.0,7.0,grade b,,3.6,47.18,73.4,38.3,1.56,87.57,26.44,102.59,7.77,86.6,17.0,Overdue,
804,ORD-33979,11-11-2025,Plant A,MC-001,CNC Mill,13.3,Morning,OP0063,S. Kumar,Industrial Fastener,ALUMINUM,Steelcorp Ltd.,200.0,618.0,609.0,16.0,grade b,No,4.8,49.87,89.8,47.8,1.66,74.02,9.9,117.49,8.32,46.1,71.0,Overdue,OK
805,ORD-87769,01-16-2026,Plant A,MC-013,CNC Lathe,10.8,Evening,OP0100,A. Iyer,Industrial Fastener,Polycarbonate,Steelcorp Ltd.,50.0,612.0,534.0,7.0,,yes,21.1,51.81,67.6,45.4,2.68,110.18,20.1,85.01,9.79,42.6,64.0,Due,Power fluctuation
806,ORD-37477,2025/12/23 15:26,PLANT A,MC-015,Press Brake,0.5,Morning,OP0049,R. Sharma,Aerospace Component,Copper,,50.0,415.0,366.0,8.0,A+,Y,12.9,72.05,66.2,42.8,0.23,153.11,41.99,197.37,8.56,81.6,23.0,OK,Line stopped briefly
807,ORD-40086,01-14-2026,Plant A,MC-011,Laser Cutter,6.7,Morning,OP0088,S. Kumar,Medical Device Part,Cast Iron,Steelcorp Ltd.,150.0,739.0,713.0,8.0,Reject,NO,33.9,56.83,68.5,38.3,3.83,88.94,16.21,67.54,9.88,64.6,2.0,OK,
808,ORD-93345,13/01/2026,Plant A,MC-036,Laser Cutter,2.8,Night,OP0040,,Aerospace Component,ALUMINUM,global alloys,50.0,429.0,370.0,8.0,C,Y,1.7,59.34,69.0,34.9,2.62,136.39,11.77,63.01,9.02,90.7,2.0,Due,
809,ORD-46587,2026-01-15,Plant-D,MC-002,CNC Mill,14.9,NIGHT,OP0096,M. Naidu,Aerospace Component,ALUMINUM,MetalWorks Pvt Ltd,,318.0,290.0,5.0,A,Y,42.1,47.52,69.8,44.9,1.43,127.62,26.21,70.93,6.95,57.6,10.0,OK,Power fluctuation
810,ORD-15938,2025-12-23,  Plant A  ,MC-037,CNC Mill,14.7,Morning,OP0051,S. Kumar,Medical Device Part,ABS Plastic,MetalWorks Pvt Ltd,50.0,101.0,89.0,5.0,A,No,420.0,44.32,77.7,39.5,3.83,26.18,35.4,89.94,6.93,48.8,29.0,ok,customer complaint logged
811,ORD-87554,03-25-2026,,MC-024,Laser Cutter,11.9,Evening,OP0116,K. Verma,Medical Device Part,,global alloys,150.0,444.0,396.0,12.0,C,,23.2,38.11,75.0,38.2,3.93,115.6,21.79,253.63,9.85,74.5,12.0,DUE,customer complaint logged
812,ord1266,2025-10-20,Plant A,MC-021,CNC Lathe,9.7,Night,OP0021,S. Kumar,Metal Bracket,ALUMINUM,Global Alloys,100.0,461.0,406.0,6.0,A+,NO,2.4,28.8,66.4,41.8,2.96,128.19,13.25,45.06,7.03,62.7,37.0,Scheduled,Routine check
813,ORD-19556,2025-12-20,Plant E,MC-037,Press Brake,6.9,2nd Shift,OP0080,R. Sharma,Medical Device Part,Cast Iron,  Steelcorp Ltd.  ,,425.0,425.0,14.0,grade b,N,0.1,30.67,60.5,38.3,0.98,149.59,19.12,243.16,7.93,44.6,34.0,OK,
814,ORD-81700,07/05/2026,PLANT A,MC-033,CNC Mill,4.9,Night,OP0026,,Home Appliance Component,Polycarbonate,Precision Components Co,50.0,672.0,642.0,16.0,,,0.2,61.66,62.3,61.9,2.67,57.38,38.9,485.37,3.9,70.3,23.0,,Material shortage
815,ORD-95184,10-Jul-2026,Plant E,MC-016,Stamping Press,5.3,Evening,OP0007,K. Verma,Medical Device Part,Cast Iron,Precision Components Co,,690.0,633.0,10.0,grade b,Yes,7.8,58.81,65.7,41.2,3.54,109.03,27.41,188.09,9.44,60.7,62.0,Due,Routine check
816,ORD-97176,27-Aug-2026,Plant C,MC-030,Injection Molder,4.1,  Evening  ,OP0034,,Industrial Fastener,Steel,global alloys,300.0,520.0,493.0,8.0,,Yes,450.3,42.09,60.7,41.7,0.94,160.51,17.9,125.55,10.96,77.2,49.0,OK,
817,ORD-82868,2026-01-04,Plant C,MC-012,Injection Molder,3.8,Night,OP0113,S. Kumar,Industrial Fastener,ALUMINUM,Steelcorp Ltd.,150.0,761.0,685.0,14.0,Reject,yes,52.4,54.24,70.7,71.5,1.41,186.58,17.86,212.84,8.11,62.9,39.0,Due,
818,ORD-33850,2026/09/02 20:43,Plant E,MC-033,Assembly Line,12.0,,OP0038,P. Rao,Automotive Parts,Steel,global alloys,300.0,477.0,457.0,7.0,,,9.1,68.41,63.7,67.9,2.76,139.72,34.04,122.38,5.74,52.7,27.0,Overdue,OK
819,ORD-72341,2026-07-27,Plant-D,MC-006,Laser Cutter,6.4,2nd Shift,OP0041,N. Fernandes,Metal Bracket,Steel,,150.0,744.0,667.0,15.0,A+,,11.4,28.02,88.1,40.8,1.61,125.59,8.24,67.7,8.2,78.5,12.0,Overdue,unknown issue
820,ORD-57774,23-May-2026,,MC-030,CNC Lathe,2.4,1st Shift,OP0004,M. Naidu,Packaging Unit,ALUMINUM,Steelcorp Ltd.,250.0,426.0,385.0,7.0,grade b,Yes,78.6,45.48,60.5,37.1,3.11,70.0,17.52,73.89,10.47,86.8,15.0,Due,N/A
821,ORD-44217,2025-11-24,Plant A,MC-016,CNC Lathe,5.7,,OP0007,R. Sharma,Metal Bracket,Steel,MetalWorks Pvt Ltd,,378.0,333.0,9.0,Reject,No,24.3,31.56,78.7,66.1,1.08,103.88,41.37,189.38,6.21,42.1,75.0,N/A,  Late shift start 
822,ORD-87712,26/07/2026,Plant E,MC-039,Welding Robot,12.5,Evening,OP0053,M. Naidu,Medical Device Part,ABS Plastic,SteelCorp Ltd,200.0,471.0,443.0,12.0,grade b,Yes,33.1,62.91,76.2,36.3,2.58,122.21,32.72,255.6,5.82,99.0,30.0,Due,Line stopped briefly
823,ORD-90055,2026-03-26,Plant-D,MC-001,Welding Robot,9.9,Night,OP0023,P. Rao,Metal Bracket,Steel,SteelCorp Ltd,150.0,448.0,463.0,9.0,Grade A,Yes,53.9,40.43,71.5,58.2,2.71,102.73,9.13,65.3,5.74,88.4,1.0,OK,Material shortage
824,ORD-77482,2025-10-01,Plant E,MC-031,CNC Lathe,1.5,Day,OP0104,N. Fernandes,Automotive Parts,,,100.0,541.0,535.0,9.0,A,N,24.9,59.55,60.6,20.6,1.45,155.35,17.31,116.74,9.15,51.9,24.0,N/A,
825,ORD-21498,01/12/2025,PLANT A,MC-026,Laser Cutter,12.7,1st Shift,OP0066,K. Verma,Automotive Parts,ALUMINUM,SteelCorp Ltd,250.0,390.0,362.0,5.0,A,yes,26.5,41.47,64.7,47.2,2.06,166.56,44.72,220.72,9.36,53.5,70.0,Scheduled,
826,ORD-63665,27/03/2026,Plant E,MC-019,Welding Robot,13.1,Day,OP0066,N. Fernandes,Home Appliance Component,Copper,  Steelcorp Ltd.  ,,509.0,421.0,8.0,C,Yes,36.2,59.67,78.9,43.9,2.57,165.46,13.96,90.01,7.71,43.3,23.0,ok,Power fluctuation
827,ORD-67333,18-Feb-2026,Plant C,MC-013,Welding Robot,3.5,Morning,OP0057,N. Fernandes,Metal Bracket,,global alloys,200.0,685.0,718.0,14.0,A+,,52.1,79.69,74.3,40.6,0.79,197.66,12.5,117.69,8.38,50.2,40.0,N/A,
828,ORD-84327,09/07/2026,Plant C,MC-036,Stamping Press,0.7,Morning,OP0003,"D'Souza, L.",Automotive Parts,Aluminum,Precision Components Co,300.0,435.0,431.0,15.0,  C  ,Yes,16.7,46.93,81.6,40.1,2.87,116.42,13.1,160.35,9.95,69.4,48.0,ok,
829,ORD-29715,2026/03/16 17:27,,MC-038,Laser Cutter,2.6,2nd Shift,OP0117,"D'Souza, L.",Packaging Unit,Polycarbonate,MetalWorks Pvt Ltd,250.0,396.0,347.0,7.0,A+,Yes,52.6,54.38,81.4,39.2,1.17,95.6,37.69,149.63,7.43,62.2,55.0,OK,customer complaint logged
830,ORD-25148,01-30-2026,Plant C,MC-024,Conveyor Unit,1.0,Night,OP0086,M. Naidu,Aerospace Component,ABS Plastic,global alloys,250.0,419.0,426.0,10.0,Reject,No,5.5,60.29,61.5,19.3,1.93,99.27,38.83,194.95,9.17,83.1,57.0,ok,Line stopped briefly
831,ORD-30317,12-31-2025,Plant A,MC-005,Press Brake,12.9,Day,OP0019,  K. Verma  ,Packaging Unit,ALUMINUM,global alloys,300.0,515.0,443.0,11.0,C,No,51.1,22.56,81.7,51.1,0.84,120.85,4.48,26.67,7.63,80.9,25.0,N/A,
832,ORD-18292,07-20-2026,Plant E,MC-039,Conveyor Unit,3.4,  Morning  ,OP0045,,Metal Bracket,ABS Plastic,global alloys,50.0,704.0,565.0,12.0,C,N,494.4,13.01,77.4,36.5,1.34,106.48,31.75,207.61,10.34,58.7,54.0,,Power fluctuation
833,ORD-29396,2026-01-11,Plant-D,MC-034,Stamping Press,0.3,2nd Shift,OP0087,"D'Souza, L.",Medical Device Part,Cast Iron,MetalWorks Pvt Ltd,50.0,336.0,282.0,7.0,grade b,,10.8,29.95,70.1,35.7,3.7,68.82,9.79,36.25,9.41,46.5,61.0,DUE,Power fluctuation
834,ORD-15989,2026-06-07,Plant A,MC-015,Stamping Press,1.3,Morning,OP0010,P. Rao,Aerospace Component,Cast Iron,global alloys,200.0,446.0,463.0,12.0,C,Yes,13.2,33.11,61.4,30.1,1.48,99.12,19.36,230.14,9.24,71.0,31.0,N/A,
835,ORD-95904,13-Apr-2026,Plant A,MC-003,Assembly Line,11.3,Morning,OP0085,unknown,Aerospace Component,Aluminum,MetalWorks Pvt Ltd,250.0,272.0,249.0,5.0,A+,N,11.4,43.54,71.7,34.2,3.31,135.17,31.75,133.94,6.56,69.7,83.0,OK,Routine check
836,ORD-42011,10/01/2026,PLANT A,MC-010,Welding Robot,5.0,  Night  ,OP0008,S. Kumar,Home Appliance Component,ABS Plastic,SteelCorp Ltd,50.0,606.0,609.0,10.0,B,,17.6,39.47,55.7,56.4,1.99,67.41,19.93,102.91,9.17,76.3,27.0,,
837,ORD-67043,02-Nov-2025,Plant B,MC-002,Stamping Press,6.1,Day,OP0072,K. Verma,Metal Bracket,  Copper  ,global alloys,,461.0,441.0,4.0,,No,31.9,32.94,72.1,50.8,1.56,131.12,42.93,117.49,9.15,66.1,69.0,ok,Power fluctuation
838,ORD-33335,2026-02-28,plant b,MC-019,Injection Molder,6.0,Morning,OP0039,S. Kumar,Medical Device Part,ALUMINUM,Global Alloys,250.0,589.0,599.0,11.0,Grade A,,7.4,43.0,67.5,20.0,1.11,72.32,13.62,111.7,7.4,43.9,22.0,Due,unknown issue
839,ORD-51874,25/12/2025,Plant A,MC-040,CNC Lathe,1.9,  Evening  ,OP0003,P. Rao,Electronics Housing,Copper,Precision Components Co,150.0,418.0,366.0,10.0,,Yes,21.8,45.26,70.5,43.9,2.44,103.88,27.69,164.79,5.53,85.0,42.0,Overdue,
840,ORD-61947,2026-04-13,plant b,MC-011,Assembly Line,3.6,NIGHT,OP0091,S. Kumar,Aerospace Component,Copper,Poly Materials Inc,300.0,494.0,402.0,5.0,grade b,Yes,11.5,37.1,66.4,47.1,4.57,140.33,24.27,95.88,8.04,49.1,52.0,,
841,ORD-13145,11-24-2025,Plant A,MC-022,CNC Mill,5.5,Night,OP0040,K. Verma,Aerospace Component,ABS Plastic,,100.0,598.0,595.0,14.0,Grade A,No,70.1,40.73,69.0,40.0,2.1,173.65,31.94,246.51,5.98,90.5,51.0,OK,
842,ORD-40177,19-Jan-2026,Plant A,MC-003,Laser Cutter,2.8,1st Shift,OP0057,S. Kumar,Home Appliance Component,Steel,global alloys,,603.0,535.0,15.0,grade b,Y,49.9,26.39,69.4,40.7,1.47,166.97,13.93,108.08,7.61,66.9,31.0,Scheduled,Material shortage
843,ORD-71126,2025-11-17,Plant B,MC-004,3D Printer,11.1,Night,OP0001,K. Verma,Metal Bracket,ABS Plastic,MetalWorks Pvt Ltd,250.0,432.0,349.0,7.0,grade b,,12.9,45.83,89.7,32.0,1.17,177.53,37.62,161.12,6.69,91.6,39.0,Overdue,customer complaint logged
844,ORD-54490,10-Mar-2026,Plant A,MC-039,Press Brake,7.1,Evening,OP0017,S. Kumar,Packaging Unit,Polycarbonate,MetalWorks Pvt Ltd,100.0,710.0,590.0,10.0,A+,Yes,7.8,60.8,68.7,45.5,1.74,99.65,15.28,82.1,7.78,78.7,108.0,Due,OK
845,ORD-19185,2026-08-15,Plant C,MC-020,3D Printer,0.9,Morning,OP0061,R. Sharma,Packaging Unit,,Poly Materials Inc,250.0,815.0,746.0,13.0,  A+  ,,1.7,46.16,59.8,39.9,1.82,111.81,32.25,373.01,9.38,88.0,32.0,,customer complaint logged
846,ORD-19154,07/01/2026,Plant C,MC-016,Injection Molder,7.2,Day,OP0038,A. Iyer,Industrial Fastener,Copper,SteelCorp Ltd,50.0,546.0,472.0,15.0,,Yes,47.9,53.56,58.8,52.3,4.01,118.94,30.6,255.01,8.31,63.7,68.0,,Material shortage
847,ORD-45173,28/10/2025,Plant B,MC-015,Laser Cutter,0.3,Night,OP0069,R. Sharma,Packaging Unit,,,50.0,516.0,507.0,8.0,Reject,,23.7,49.11,72.6,58.2,0.25,85.89,24.88,174.28,11.47,93.7,31.0,Overdue,N/A
848,ORD-37469,20/07/2026,Plant B,MC-025,Welding Robot,0.3,morning,OP0029,P. Rao,Home Appliance Component,steel,MetalWorks Pvt Ltd,150.0,583.0,542.0,10.0,grade b,Yes,37.0,39.81,48.0,44.6,0.68,124.61,32.75,298.44,5.7,87.9,48.0,N/A,
849,ORD-85403,12-14-2025,Plant E,MC-038,Welding Robot,13.1,1st Shift,OP0088,A. Iyer,Automotive Parts,Polycarbonate,Global Alloys,300.0,366.0,338.0,3.0,B,Y,46.5,22.79,74.1,62.9,3.16,133.94,17.75,38.41,5.49,47.6,30.0,Overdue,unknown issue
850,ORD-45162,28/02/2026,Plant C,MC-039,Welding Robot,5.8,Night,OP0007,N. Fernandes,Packaging Unit,Copper,Steelcorp Ltd.,200.0,635.0,582.0,20.0,B,No,18.4,53.46,47.9,67.6,2.18,63.21,17.39,295.55,7.94,66.2,39.0,OK,Routine check
851,ORD-60913,2025/12/21 21:30,Plant B,MC-016,CNC Mill,14.9,  Morning  ,OP0003,"D'Souza, L.",Electronics Housing,ABS Plastic,MetalWorks Pvt Ltd,100.0,535.0,514.0,8.0,C,Yes,10.6,26.59,52.8,37.8,2.78,97.14,12.9,61.28,9.47,52.6,11.0,ok,Routine check
852,ORD-14672,07-26-2026,Plant B,MC-023,CNC Lathe,14.9,Day,OP0102,  K. Verma  ,Aerospace Component,Steel,global alloys,150.0,647.0,628.0,17.0,A,Y,37.0,60.18,71.9,38.5,2.53,100.32,33.44,461.01,8.59,40.5,79.0,OK,OK
853,ord6574,2026/03/27 05:56,PLANT A,MC-036,Stamping Press,7.1,,OP0118,"D'Souza, L.",Consumer Plastics,Copper,SteelCorp Ltd,150.0,615.0,574.0,10.0,A+,yes,9.1,53.56,74.6,54.6,1.72,141.51,19.22,120.95,8.7,89.1,38.0,N/A,Routine check
854,ORD-78134,10-Nov-2025,Plant A,MC-028,Press Brake,6.6,1st Shift,OP0013,R. Sharma,Medical Device Part,Steel,global alloys,100.0,486.0,487.0,14.0,grade b,Y,43.2,49.73,77.2,19.6,1.8,12.18,4.77,42.38,5.22,97.5,36.0,Scheduled,OK
855,ORD-30164,2025-10-03,Plant A,MC-034,Conveyor Unit,4.1,Evening,OP0007,unknown,Home Appliance Component,Steel,,250.0,431.0,409.0,9.0,Reject,yes,35.7,42.59,67.5,34.2,3.6,176.53,27.36,172.6,8.79,79.7,73.0,N/A,Line stopped briefly
856,ORD-68776,2026/06/05 13:32,Plant B,MC-004,Injection Molder,0.4,  Night  ,OP0021,unknown,Home Appliance Component,  ABS Plastic  ,Global Alloys,250.0,604.0,560.0,12.0,C,Y,4.3,30.24,69.7,58.7,0.88,121.21,28.14,203.48,8.59,44.6,27.0,Overdue,N/A
857,ORD-58631,03/12/2025,PLANT A,MC-005,CNC Mill,5.5,Morning,OP0013,unknown,Consumer Plastics,steel,Steelcorp Ltd.,300.0,553.0,568.0,15.0,grade b,,4.2,52.75,47.9,63.3,0.68,125.91,25.83,203.77,10.89,69.6,46.0,DUE,Power fluctuation
858,ORD-68886,20-Mar-2026,Plant A,MC-039,Laser Cutter,2.7,NIGHT,OP0053,  N. Fernandes  ,Automotive Parts,steel,Poly Materials Inc,250.0,578.0,533.0,16.0,,,4.8,25.94,51.1,47.2,1.52,59.48,6.12,95.71,9.05,77.7,39.0,OK,unknown issue
859,ORD-53746,2025-12-30,Plant-D,MC-010,Assembly Line,13.1,Night,OP0120,N. Fernandes,Home Appliance Component,  Steel  ,Poly Materials Inc,300.0,362.0,324.0,4.0,B,Y,11.3,47.73,56.5,34.1,4.22,96.97,17.48,51.51,6.57,96.9,44.0,OK,unknown issue
860,ORD-26267,03/04/2026,Plant B,MC-005,Press Brake,13.7,NIGHT,OP0097,  R. Sharma  ,Consumer Plastics,Polycarbonate,MetalWorks Pvt Ltd,150.0,462.0,410.0,6.0,grade b,Yes,33.7,48.18,64.9,36.5,1.86,91.41,25.15,136.6,9.35,91.2,47.0,DUE,unknown issue
861,ORD-80143,2025-10-26,Plant A,MC-015,CNC Lathe,14.4,Evening,OP0099,S. Kumar,Aerospace Component,,SteelCorp Ltd,300.0,555.0,610.0,10.0,C,N,32.4,68.36,65.7,65.7,2.23,96.17,11.04,70.95,6.62,71.1,43.0,N/A,unknown issue
862,ORD-55718,01/11/2025,,MC-036,Assembly Line,6.2,  Night  ,OP0023,"D'Souza, L.",Packaging Unit,,global alloys,250.0,646.0,684.0,14.0,Reject,Yes,51.5,24.78,70.8,45.0,2.64,92.97,31.93,290.03,7.17,97.5,71.0,DUE,Power fluctuation
863,ORD-56593,2026-07-26,Plant-D,MC-013,Press Brake,13.6,Day,OP0013,,Electronics Housing,  Copper  ,Precision Components Co,300.0,424.0,423.0,8.0,Reject,,33.3,31.25,63.8,52.2,3.24,113.25,19.84,87.87,7.47,85.3,23.0,Due,customer complaint logged
864,ORD-93139,2025-10-01,Plant B,MC-022,Welding Robot,2.4,Night,OP0115,R. Sharma,Medical Device Part,Copper,  SteelCorp Ltd  ,300.0,389.0,331.0,4.0,A,Y,35.6,45.21,80.0,58.7,3.97,171.13,21.31,80.71,9.28,70.4,25.0,DUE,N/A
865,ORD-55504,01-26-2026,Plant A,MC-029,Injection Molder,5.9,1st Shift,OP0046,K. Verma,Automotive Parts,Cast Iron,,200.0,345.0,282.0,4.0,grade b,NO,45.8,44.22,63.0,29.4,2.73,136.16,42.13,158.18,7.42,46.9,16.0,,
866,ORD-28519,17/11/2025,Plant E,MC-006,CNC Mill,12.2,Evening,OP0112,  K. Verma  ,Packaging Unit,Steel,SteelCorp Ltd,250.0,478.0,445.0,10.0,C,Yes,9.0,56.17,72.4,56.5,1.05,91.81,23.91,161.34,7.53,88.2,24.0,DUE,Routine check
867,ORD-80574,2026-06-07,Plant B,MC-037,CNC Lathe,2.6,  NIGHT  ,OP0033,"D'Souza, L.",Automotive Parts,Cast Iron,Steelcorp Ltd.,100.0,646.0,587.0,7.0,Reject,Yes,30.5,48.24,50.8,44.2,0.32,189.55,40.85,266.99,6.49,59.9,33.0,DUE,OK
868,ORD-55239,2026-03-14,Plant A,MC-007,Press Brake,9.9,Morning,OP0099,,Automotive Parts,Copper,Steelcorp Ltd.,300.0,601.0,531.0,9.0,A,Yes,4.8,41.27,69.4,21.3,3.86,134.5,22.64,141.28,10.63,64.0,5.0,Due,Power fluctuation
869,ORD-26197,2026-01-01,PLANT A,MC-004,Assembly Line,7.6,Morning,OP0115,N. Fernandes,Metal Bracket,Copper,global alloys,50.0,420.0,360.0,9.0,B,Yes,19.3,19.57,74.0,70.5,1.28,76.75,40.24,294.02,4.53,76.7,66.0,ok,Material shortage
870,ORD-40091,12/08/2026,plant b,MC-031,Injection Molder,5.5,,OP0033,S. Kumar,Electronics Housing,Polycarbonate,Poly Materials Inc,,456.0,373.0,8.0,B,Yes,549.1,36.17,60.5,35.3,1.25,130.03,24.37,118.01,7.29,77.5,49.0,Overdue,Power fluctuation
871,ORD-49774,01/11/2025,Plant E,MC-007,Laser Cutter,12.1,2nd Shift,OP0070,M. Naidu,Electronics Housing,Aluminum,SteelCorp Ltd,200.0,324.0,315.0,5.0,Reject,Yes,24.0,23.16,77.6,36.5,1.85,140.92,42.38,180.69,7.94,69.6,32.0,,
872,ORD-11303,2026-05-01,Plant B,MC-031,Assembly Line,11.4,Morning,OP0097,M. Naidu,Consumer Plastics,Copper,global alloys,300.0,593.0,505.0,14.0,C,,21.5,57.28,66.2,32.6,2.75,90.57,37.12,393.96,6.54,94.3,30.0,N/A,Power fluctuation
873,ORD-29122,2026-05-12,Plant-D,MC-010,Press Brake,13.3,Morning,OP0102,,Home Appliance Component,,SteelCorp Ltd,100.0,534.0,462.0,11.0,A+,yes,20.9,52.21,77.1,37.2,0.6,118.69,14.85,154.97,6.45,69.0,61.0,DUE,Material shortage
874,ORD-20673,12/08/2026,Plant A,MC-037,Press Brake,10.4,Night,OP0044,S. Kumar,Packaging Unit,steel,SteelCorp Ltd,50.0,424.0,361.0,5.0,A+,No,1.5,38.82,63.9,49.1,2.69,13.44,4.4,13.59,8.74,57.2,58.0,OK,
875,ORD-18200,28-Nov-2025,Plant E,MC-007,Injection Molder,2.8,Day,OP0021,K. Verma,Medical Device Part,Cast Iron,Precision Components Co,250.0,716.0,685.0,11.0,Grade A,Yes,10.9,60.67,67.2,18.1,1.45,154.74,6.78,54.05,8.82,53.9,51.0,N/A,Routine check
876,ORD-27607,2026-06-06,Plant E,MC-035,Assembly Line,3.4,Morning,OP0013,P. Rao,Metal Bracket,Steel,global alloys,50.0,338.0,358.0,6.0,grade b,Yes,18.3,53.06,37.0,31.0,3.94,112.24,16.66,75.06,8.14,50.5,31.0,,Line stopped briefly
877,ORD-30996,2025/11/09 15:30,Plant C,MC-007,CNC Mill,3.0,1st Shift,OP0093,M. Naidu,Automotive Parts,Cast Iron,Poly Materials Inc,100.0,572.0,516.0,11.0,A,NO,15.6,54.84,63.7,56.1,3.26,163.87,6.52,52.37,6.6,73.9,9.0,OK,
878,ORD-12974,2026-06-02,plant b,MC-021,CNC Lathe,9.5,2nd Shift,OP0078,R. Sharma,Home Appliance Component,Copper,global alloys,,664.0,633.0,11.0,  A+  ,No,1.7,54.19,70.7,43.2,1.15,104.76,26.39,250.85,4.61,74.9,40.0,,unknown issue
879,ORD-39949,03/06/2026,Plant-D,MC-007,Laser Cutter,12.5,Night,OP0019,A. Iyer,Electronics Housing,Polycarbonate,Poly Materials Inc,200.0,758.0,745.0,12.0,Reject,N,17.2,46.21,53.3,51.6,4.71,145.12,28.02,311.49,9.47,78.6,36.0,N/A,Routine check
880,ORD-97080,2025/12/16 19:58,Plant C,MC-039,Stamping Press,0.8,Day,OP0007,N. Fernandes,Industrial Fastener,Cast Iron,Precision Components Co,300.0,423.0,427.0,3.0,B,No,76.8,39.05,77.2,31.9,2.58,136.76,12.79,24.77,7.93,103.4,5.0,Due,OK
881,ORD-76648,2025-12-20,Plant C,MC-030,3D Printer,1.8,Morning,OP0013,M. Naidu,Consumer Plastics,Polycarbonate,Global Alloys,,483.0,482.0,12.0,grade b,,9.8,47.74,71.8,38.5,2.95,136.7,33.15,248.88,7.34,86.7,42.0,N/A,
882,ORD-59331,06-Oct-2025,PLANT A,MC-022,3D Printer,7.3,Day,OP0021,M. Naidu,Industrial Fastener,steel,MetalWorks Pvt Ltd,200.0,405.0,398.0,8.0,Reject,,49.3,63.81,62.1,25.7,0.69,104.37,21.62,99.46,7.38,64.5,0.0,Due,
883,ORD-44407,2026-05-13,Plant A,MC-013,Laser Cutter,9.5,Night,OP0050,M. Naidu,Packaging Unit,Copper,  SteelCorp Ltd  ,100.0,642.0,666.0,17.0,B,,26.1,52.46,60.1,66.8,3.3,153.34,7.65,95.34,10.11,72.4,23.0,N/A,Material shortage
884,ORD-30059,13/02/2026,Plant-D,MC-009,Press Brake,6.1,Evening,OP0063,A. Iyer,Packaging Unit,steel,Poly Materials Inc,200.0,760.0,744.0,24.0,Reject,Yes,18.7,56.97,62.3,47.2,2.4,83.36,40.0,859.79,10.11,96.4,35.0,ok,Material shortage
885,ORD-40284,2026-04-10,Plant B,MC-033,Stamping Press,6.7,Night,OP0107,M. Naidu,Consumer Plastics,ALUMINUM,,150.0,455.0,423.0,14.0,,yes,10.4,31.65,76.5,35.6,1.46,130.48,35.62,319.34,5.35,93.4,52.0,OK,N/A
886,ORD-14877,2025-11-16,Plant C,MC-035,CNC Mill,11.3,NIGHT,OP0106,  K. Verma  ,Consumer Plastics,Copper,Steelcorp Ltd.,150.0,470.0,426.0,8.0,,NO,5.0,43.03,68.0,46.9,1.22,125.23,11.22,65.72,7.78,51.1,34.0,OK,Line stopped briefly
887,ORD-61199,22-Dec-2025,Plant A,MC-039,CNC Mill,5.1,Morning,OP0086,R. Sharma,Packaging Unit,  ABS Plastic  ,Global Alloys,300.0,647.0,592.0,9.0,,Y,7.6,41.39,76.2,37.0,2.67,109.31,20.77,152.8,8.64,56.7,3.0,Scheduled,unknown issue
888,ORD-92470,09-03-2026,Plant A,MC-027,CNC Mill,14.1,Day,OP0106,K. Verma,Home Appliance Component,,,,455.0,480.0,13.0,A,Y,27.9,52.55,63.4,55.0,3.29,96.59,12.81,115.8,10.02,70.5,42.0,N/A,Power fluctuation
